diverged,eligible,final_fraction_abs_diff,future_final_xy_chamfer,normalized_prefix_mae,split,success_diff,visible_seed,window_t
True,True,0.08333331346511841,0.012316670268774033,0.0,train,True,400072,0
True,True,0.08333331346511841,0.012316670268774033,0.0007661167043013824,train,True,400072,1
True,True,0.04166668653488159,0.003731353208422661,0.0,train,True,400073,0
True,True,0.04166668653488159,0.0049742646515369415,0.00045449639639664715,train,True,400073,1
True,True,0.04166668653488159,0.0049742646515369415,0.0010188868913605844,train,True,400073,2
True,True,0.04166668653488159,0.0049742646515369415,0.0021905965022613392,train,True,400073,3
True,True,0.04166668653488159,0.0049742646515369415,0.0028328931327434217,train,True,400073,4
True,True,0.04166668653488159,0.0028660031966865063,0.0,train,True,400074,0
True,True,0.04166668653488159,0.008603055961430073,0.0012537452105984873,train,True,400074,1
True,True,0.04166668653488159,0.0065549155697226524,0.0018667213114107273,train,True,400074,2
True,True,0.04166668653488159,0.0065549155697226524,0.0025278572108676004,train,True,400074,3
True,True,0.04166668653488159,0.0065549155697226524,0.002139841476830597,train,True,400074,4
True,True,0.04166668653488159,0.0065549155697226524,0.008484591384240932,train,True,400074,5
True,True,0.04166668653488159,0.007050816901028156,0.0,train,True,400075,0
True,True,0.04166668653488159,0.006987054832279682,0.001150281739439629,train,True,400075,1
True,True,0.04166668653488159,0.006987054832279682,0.0036912915736438934,train,True,400075,2
True,True,0.04166668653488159,0.006987054832279682,0.006182824065235635,train,True,400075,3
True,True,0.04166668653488159,0.006987054832279682,0.008003462830158585,train,True,400075,4
True,True,0.8333333134651184,0.05702788382768631,0.0,train,True,400076,0
True,True,0.8333333134651184,0.05702788382768631,0.00246235491702892,train,True,400076,1
True,True,0.8333333134651184,0.05702788382768631,0.021283889710164053,train,True,400076,2
True,True,0.8333333134651184,0.05702788382768631,0.039336775385209174,train,True,400076,3
True,True,0.875,0.1207616776227951,0.0,train,True,400077,0
True,True,0.875,0.1207616776227951,0.00203492885121165,train,True,400077,1
True,True,0.875,0.1207616776227951,0.04656235329659398,train,True,400077,2
False,False,0.875,0.1207616776227951,0.08244491565785793,train,True,400077,3
True,True,0.04166668653488159,0.004857250954955816,0.0,train,True,400078,0
True,True,0.04166668653488159,0.0064997924491763115,0.00023037103571328158,train,True,400078,1
True,True,0.04166668653488159,0.0064997924491763115,0.0006086360308009762,train,True,400078,2
True,True,0.04166668653488159,0.0064997924491763115,0.0014951708816965958,train,True,400078,3
True,True,0.04166668653488159,0.0064997924491763115,0.002291488506648121,train,True,400078,4
True,True,0.9166666865348816,0.11834387481212616,0.0,train,True,400079,0
True,True,0.9166666865348816,0.12317384034395218,0.0018641349374766466,train,True,400079,1
True,True,0.9166666865348816,0.13118019700050354,0.04347988272368899,train,True,400079,2
False,False,0.9166666865348816,0.13118019700050354,0.07383574763784002,train,True,400079,3
